Ping,JDBC
0.6575263,1.8224
0.5582778,1.7733
0.5197222,1.7484
0.5265263,1.9113
0.53052634,1.8316
0.50947374,1.8208
0.66785,1.9359
0.58994734,1.8405
0.5816111,1.8136
0.5166843,1.8287
0.58372223,1.7628
0.5361112,1.764
0.69589996,1.9006
0.7404211,1.8469
0.6609444,1.7983
0.5273684,1.8367
0.5353158,1.8433
0.584,1.8883
0.5747,1.9199
0.5518421,1.8619
0.5817895,1.883
0.5788948,1.8876
0.615619,2.0187
0.61975,1.9575
0.58659995,1.9454
0.58810526,1.8419
0.6155264,1.8639
0.59405005,1.9068
0.57194734,1.8592
0.58766663,2.0243
0.56857145,2.0176
0.64361906,2.078
0.56864995,1.9579
0.60269994,1.9448
0.5616667,2.0171
0.5792857,2.0159
0.6147618,2.0451
0.6820435,2.2374
0.6392381,2.0578
0.56445456,2.1191
0.5980454,2.1184
0.56674993,1.9864
0.5503,1.9564
0.5597,1.9913
0.67684996,1.9806
0.5647501,1.9163
0.5300499,1.9582
0.56290483,2.0057
0.5515909,2.1281
0.563619,2.1038
0.51638097,2.0834
0.6250455,2.1184
0.60059094,2.1267
0.64422727,2.1779
0.60159093,2.1211
0.5107619,2.0245
0.6480476,2.1019
0.6158636,2.1698
0.5871428,2.0897
0.60142857,2.0668
0.63739127,2.2361
0.6444762,2.1113
0.5427273,2.1545
0.5728182,2.1814
0.57831806,2.1031
0.58349997,2.158
0.5721364,2.1367
0.558,2.1481
0.6299546,2.1309
0.57949996,2.1161
0.54604757,2.0819
0.6843636,2.1566
0.616,2.2117
0.5633636,2.1314
0.55909085,2.1774
0.5750909,2.1942
0.60947824,2.2084
0.63117385,2.2775
0.6793914,2.2528
0.5886087,2.2315
0.6453044,2.2662
0.6013181,2.1936
0.68113047,2.2732
0.55752385,2.0708
0.5840909,2.1444
0.60281813,2.2193
0.5954546,2.1998
0.573,2.0707
0.5688571,2.1053
0.6174348,2.2562
0.5610953,2.1064
0.5967143,2.0933
0.5925454,2.1463
0.62304544,2.1472
0.7865,2.1891
0.6468181,2.118
0.6169523,2.1269
0.6235652,2.2087
0.6553182,2.1109
0.57086366,2.1304
0.64345455,2.1317
0.66936374,2.186
0.64109087,2.1595
0.5617619,2.0132
0.5947619,2.0791
0.64008707,2.2692
0.57963634,2.1988
0.5731905,2.0663
0.5919048,2.0828
0.5770476,2.0405
0.5694546,2.1034
0.5548636,2.1015
0.65538096,2.129
0.58671427,2.098
0.6126818,2.104
0.5518572,2.0726
0.67413634,2.1735
0.5592857,2.0576
0.5761905,2.0313
0.6037727,2.138
0.5909047,2.034
0.5962727,2.1138
0.5952857,2.0524
0.5946364,2.1034
0.5866,2.0131
0.58966666,2.0214
0.61847615,2.0068
0.5634285,2.004
0.572,2.0037
0.5680475,2.0142
0.6316667,2.0354
0.6075238,2.0665
0.67327267,2.1562
0.6419091,2.1826
0.6834546,2.1445
0.5680476,2.0523
0.70772725,2.1653
0.5747143,2.0731
0.60071427,2.0324
0.5691905,2.0649
0.5579524,2.0226
0.570381,2.0548
0.5871429,2.0162
0.5530953,2.0505
0.67052376,2.071
0.5970455,2.1126
0.63345456,2.1109
0.5897143,2.046
0.5723334,2.0562
0.6088636,2.1119
0.55223817,2.0157
0.5613809,2.0563
0.59190005,2.0145
0.61833334,2.0471
0.62545455,2.1439
0.6482382,2.0585
0.6946818,2.1624
0.5829524,2.0524
0.5618571,2.0043
0.6443182,2.1152
0.614762,2.1201
0.5860001,2.0756
0.6565238,2.0676
0.5960952,2.0177
0.621,2.0481
0.5734286,2.0505
0.5619048,2.014
0.59242857,2.0874
0.5820952,2.0458
0.56795233,2.0252
0.5712381,2.0562
0.59218174,2.1218
0.6977391,2.2012
0.6808095,2.0747
0.5772501,2.0349
0.5683333,2.0687
0.5796666,2.0775
0.58104545,2.1012
0.5746667,2.0516
0.52085716,2.015
0.6040953,2.0112
0.5684762,2.044
0.5665,1.9905
0.55761904,2.0103
0.55494994,1.9694
0.5217,1.9797
0.6175714,2.0808
0.60557145,2.0798
0.70300007,2.1286
0.56161904,2.0405
0.6820953,2.0637
0.57195234,2.0326
0.60695237,2.0459
0.71049994,2.002
0.6388636,2.102
0.64725006,1.993
0.5907999,1.998
0.6359523,2.0634
0.60090476,2.0402
0.72676194,2.0877
0.66022724,2.1905
0.6036666,2.0458
0.6268095,2.0403
0.6620952,2.0969
0.6286666,2.0369
0.6125239,2.0607
0.52552384,2.0314
0.57847625,2.0725
0.55466664,2.107
0.6602727,2.1352
0.60666674,2.026
0.6713183,2.1052
0.65270007,1.9949
0.64128566,2.039
0.646619,2.0524
0.56957144,2.0568
0.5766667,2.0313
0.59285706,2.0231
0.58823806,2.0491
0.61945456,2.1407
0.5594286,2.0672
0.57838094,2.097
0.6541904,2.016
0.619619,2.0276
0.6651428,2.0554
0.5535237,2.0475
0.59261906,2.0117
0.57052386,2.0375
0.57436365,2.1425
0.7073334,2.0655
0.5962727,2.1375
0.6398636,2.121
0.5641905,2.0183
0.7228572,2.0884
0.6333182,2.1082
0.6822858,2.0435
0.62700003,2.0326
0.61385715,2.0372
0.5805,1.9771
0.5776191,2.0958
0.58952385,2.0256
0.6375,1.9934
0.78181815,2.108
0.5761904,2.0146
0.574,2.0453
0.5746818,2.157
0.58821744,2.2064
0.58823806,2.0371
0.6999999,1.939
0.6106667,2.0485
0.61064994,1.9611
0.5649047,2.0209
0.5580476,2.078
0.5779523,2.0519
0.6948095,2.0303
0.55475,1.9359
0.57981825,2.1334
0.5905,2.0069
0.6757619,2.0589
0.609381,2.0666
0.6562381,2.0515
0.6294091,2.1469
0.6967619,2.0537
0.6006667,2.0349
0.54123807,2.0704
0.6092727,2.1163
0.6812382,2.0952
0.5672857,2.0802
0.6075714,2.0066
0.63854545,2.1256
0.7418182,2.1727
0.57490474,2.042
0.68768173,2.1108
0.64704764,2.0997
0.5809091,2.1399
0.5637,2.031
0.5532858,2.0208
0.60522723,2.1106
0.6120476,2.0779
0.6510454,2.1183
0.5971429,2.0637
0.6671363,2.1439
0.60933334,2.0532
0.66980946,2.1031
0.64114296,2.0577
0.60261905,2.0709
0.56427276,2.1173
0.6667619,2.0981
0.5836666,2.0487
0.61890477,2.0885
0.6852857,2.0599
0.6499047,2.066
0.86704344,2.2593
0.602,2.0376
0.5905238,2.0658
0.58304757,2.039
0.6075715,2.0541
0.6047619,2.0494
0.65295243,2.0998
0.5891429,2.0868
0.63290906,2.1415
0.56285715,2.0527
0.6007619,2.0684
0.6379523,2.0205
0.6827142,2.0383
0.5528571,2.0078
0.5553334,2.0262
0.5747,2.0069
0.5715455,2.1422
0.5696818,2.1062
0.6949048,2.048
0.59361905,2.0578
0.6299546,2.1118
0.6167727,2.198
0.6561819,2.1882
0.664909,2.1094
0.5894,2.0031
0.56590474,2.0021
0.651381,2.0996
0.57163644,2.1201
0.61704546,2.1031
0.7374286,2.0903
0.57690006,1.9834
0.5506666,2.0038
0.6241364,2.1016
0.5596667,2.0404
0.62670004,2.003
0.58138096,2.0248
0.6016818,2.1104
0.6099523,2.0854
0.5881429,2.0601
0.5832381,2.025
0.58652383,2.0212
0.605619,2.1149
0.6083809,2.042
0.5779,1.997
0.5784762,2.0985
0.557,2.035
0.6583334,2.0471
0.5359523,2.0475
0.5912728,2.1177
0.58585703,2.084
0.61752385,2.0694
0.6099524,2.0761
0.5789091,2.1108
0.56549996,1.999
0.5901429,2.0204
0.61700004,2.0021
0.57805,1.9865
0.6772501,1.9583
0.6164762,2.0195
0.6625714,2.0698
0.55834997,1.9873
0.5964762,2.0572
0.63642853,2.0345
0.5734762,2.0343
0.62359095,2.1714
0.6281905,2.0937
0.5967618,2.0493
0.5600953,2.1372
0.65809524,2.0114
0.5728096,2.0073
0.75371426,2.0599
0.656,2.0542
0.5951429,2.0613
0.6000953,2.0729
0.6162272,2.1199
0.5497619,2.0135
0.656762,2.0677
0.61295235,2.0841
0.70133334,2.0501
0.87233335,2.0352
0.5878095,2.0337
0.590381,2.0408
0.5849501,2.0002
0.63986355,2.1217
0.5819047,2.0316
0.63014996,1.9907
0.6711429,2.0553
0.55366665,2.0279
0.5777619,2.0603
0.59009516,2.0677
0.57219994,2.0113
0.5826191,2.0267
0.60620004,1.9865
0.6068572,2.0463
0.5895714,2.0568
0.57909524,2.0753
0.5902727,2.1474
0.59854996,1.9767
0.6101905,2.0187
0.6636999,1.9769
0.60138094,2.0466
0.57954997,1.9993
0.60265,2.0346
0.55920005,2.0175
0.66719043,2.0643
0.6780909,2.1657
0.62750006,2.1084
0.7426363,2.1648
0.65961903,2.0697
0.60814285,2.0532
0.62776184,2.0814
0.5954286,2.0204
0.6015238,2.0555
0.6664762,2.0345
0.58676195,2.0067
0.5907619,2.0366
0.6316191,2.0337
0.61580956,2.0508
0.6042857,2.0621
0.6405714,2.0588
0.6259524,2.0778
0.6056191,2.0808
0.576,1.9638
0.60514283,2.0019
0.57225,1.9659
0.62042856,2.0333
0.576,1.9901
0.6282,1.9976
0.6085714,2.0489
0.63704765,2.0651
0.60999995,2.0334
0.63595235,2.0141
0.6089048,2.0904
0.6815714,2.093
0.80886954,2.2364
0.60145456,2.1392
0.5983809,2.0689
0.5880476,2.0533
0.62776196,2.023
0.5973,1.9743
0.6194762,2.0239
0.57755005,1.9716
0.60052377,2.0265
0.5929,1.969
0.6374499,1.9477
0.6162001,1.9565
0.59723806,2.0105
0.6029525,2.0132
0.60233337,2.0452
0.82019055,2.0332
0.58635,1.9912
0.64609516,2.0932
0.55545,1.9616
0.5826191,2.0052
0.76795465,2.1871
0.8266521,2.2038
0.64432,2.4346
0.67286354,2.1597
0.56061906,2.0391
0.71428573,2.0795
0.5759524,2.0018
0.589,2.0701
0.62404764,2.0956
0.591,2.1067
0.7160909,2.1083
0.5719048,2.036
0.68625003,2.0202
0.597,1.9567
0.67235005,2.0034
0.60854995,1.9702
0.6401,2.0096
0.59085006,1.9501
0.59305,1.9607
0.57595,1.9683
0.662,1.9486
0.5884286,2.0581
0.6154091,2.1451
0.6447142,2.0824
0.6029047,2.0837
0.6055714,2.0557
0.61642855,2.0241
0.6370476,2.0011
0.62080956,2.0818
0.57869995,1.9707
0.5742,1.9548
0.5573,1.9915
0.5933,1.9839
0.5977143,2.0094
0.59268427,1.9243
0.58519995,1.9762
0.59239995,1.9854
0.6216666,2.0092
0.6817619,2.0388
0.571,1.9832
0.5804286,2.0594
0.57070005,1.9538
0.58523804,2.0087
0.5544499,1.9621
0.56990004,1.9759
0.5822001,1.9319
0.58555,1.9793
0.5601,1.972
0.60871434,2.0369
0.5843333,2.0227
0.5979524,2.0939
0.66085714,2.0307
0.7057619,2.0742
0.6034762,2.0526
0.5995238,2.0676
0.60480946,2.0811
0.59534997,1.9549
0.55125,1.9497
0.69742846,2.0505
0.57185,1.9601
0.63989997,1.9225
0.62569994,1.9671
0.5949,1.9601
0.57735,1.9613
0.6402381,2.0681
0.53284997,1.9693
0.6161905,2.0649
0.7988096,2.0764
0.60124993,1.9806
0.59195,1.9961
0.7443,2.018
0.54785,1.9937
0.55,1.9632
0.57729995,1.998
0.57829994,1.9357
0.58645016,1.9778
0.5908571,2.0117
0.6041,1.962
0.56355006,1.9311
0.53415,1.9461
0.6161739,2.2093
0.75540906,2.1821
0.7894762,2.0495
0.5949524,2.0481
0.56345,1.9939
0.6362501,1.9917
0.6208571,2.0725
0.57039994,2.0015
0.6014999,1.9297
0.6068095,2.0127
0.57442856,2.0013
0.6335715,2.0497
0.61652374,2.0805
0.6538572,2.0087
0.5981,1.9939
0.5850476,2.0927
0.5808095,2.0205
0.57895,1.9724
0.5703333,2.0087
0.71465,2.0049
0.58620006,1.967
0.6011501,2.0131
0.58395237,2.0268
0.63030005,1.9564
0.79477274,2.1105
0.59455,1.9365
0.5899524,2.0184
0.66080946,2.0443
0.5597001,2.0134
0.56847614,2.0791
0.6814285,2.0939
0.556,2.0206
0.6169999,2.0974
0.5651001,1.9798
0.5842382,2.0327
0.57479995,1.9725
0.6222381,2.0097
0.58105004,1.9563
0.58250004,1.9998
0.57285,1.9808
0.5805501,1.9773
0.5872632,1.8647
0.7396316,1.8669
0.56473684,1.8193
0.68336844,1.8829
0.5704737,1.8368
0.6184211,1.8595
0.55173683,1.8771
0.525,1.8135
0.62557894,1.8482
0.60084206,1.8428
0.58883333,1.8356
0.57055557,1.7968
0.5493684,1.8914
0.5468421,1.8477
0.6524736,1.8073
0.5776316,1.8145
0.5316111,1.8344
0.72264993,1.9234
0.54331577,1.8211
0.588,1.824
0.53738886,1.7978
0.58044446,1.7928
0.61138886,1.7796
0.5505556,1.7937
0.56215787,1.8643
0.5955262,1.8565
0.5338823,1.7176
0.5653333,1.7914
0.5887778,1.8069
0.53616667,1.7718
0.5622105,1.8645
0.5747222,1.8162
0.5677895,1.8738
0.5311111,1.7913
0.5816316,1.866
0.5414445,1.7944
0.5393889,1.8068
0.5533684,1.818
0.5632631,1.8437
0.5867778,1.8192
0.56678945,1.8064
0.53572226,1.8156
0.6336316,1.8557
0.5540555,1.7883
0.5857222,1.8119
0.55384207,1.8662
0.5709445,1.8323
0.5314211,1.8361
0.52078944,1.8584
0.5319474,1.8819
0.53599995,1.9183
0.5351052,1.8562
0.51521057,1.8506
0.52970004,1.9024
